92.6,2.32,1,4.528289,0.8415672,.,..1,..2,..3,..4,..5,..6,..7,..8,..9,..10,..11,..12,..13,..14
328.6,8.7,272,5.794841,2.163323,0.0018277,0.0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0011728,0.0003047
330.2,8.82,273,5.799698,2.177022,0.0048571,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0162795,0.0018277
330.5,8.82,274,5.800607,2.177022,0.0009084,0.0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,-0.0034661,0.0048571
330.8,8.88,275,5.801514,2.183802,0.0009074,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0034661,0.0009084
331.1,8.86,276,5.802421,2.181547,0.0009065,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0057507,0.0009074
333.1,8.9,277,5.808443,2.186051,0.006022,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0,0.0009065
334.4,8.92,278,5.812338,2.188296,0.0038953,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0022907,0.006022
335.9,8.92,279,5.816813,2.188296,0.0044756,0.0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0,0.0038953
337.7,8.91,280,5.822158,2.187174,0.0053444,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,-0.0011449,0.0044756
338.7,8.93,281,5.825115,2.189416,0.0029569,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0,0.0053444
340.1,8.92,282,5.82924,2.188296,0.0041251,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,-0.0011458,0.0029569
340.8,8.91,283,5.831296,2.187174,0.0020561,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,-0.0022964,0.0041251
342.7,8.94,284,5.836855,2.190536,0.0055594,0.0033612,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0,0.0020561
344.4,9.05,285,5.841804,2.202765,0.0049481,0.0122292,0.0033612,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0136988,0.0055594
345.3,9.08,286,5.844414,2.206074,0.0026102,0.0033095,0.0122292,0.0033612,-0.0011215,-0.0011206,0.0022421,-0.0011215,0,0.0022447,0.0045044,-0.002255,0.0067799,0,0.0049481
